4.700000000000000000e+01,3.200000000000000000e+01,3.100000000000000000e+01,4.000000000000000000e+01,7.932000000000000162e-01,5.312269053680670483e-01
2.600000000000000000e+01,1.700000000000000000e+01,7.000000000000000000e+00,1.500000000000000000e+01,4.496999999999999886e-01,5.006236212850322387e-01
2.400000000000000000e+01,3.300000000000000000e+01,9.000000000000000000e+00,1.800000000000000000e+01,8.126999999999999780e-01,4.524782171581768764e-01
1.100000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.300000000000000000e+01,3.420000000000000262e-01,4.507773280336457855e-01
7.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.850000000000000089e-01,6.986887462729579612e-01
9.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,1.500000000000000000e+01,5.828999999999999737e-01,5.891676517555319847e-01
6.000000000000000000e+00,1.200000000000000000e+01,1.400000000000000000e+01,2.300000000000000000e+01,6.127000000000000224e-01,5.709840050884031903e-01
1.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000000e+01,1.300000000000000000e+01,8.952999999999999847e-01,6.259471038096585671e-01
1.600000000000000000e+01,3.600000000000000000e+01,1.500000000000000000e+01,5.700000000000000000e+01,9.687999999999999945e-01,4.969211750092512592e-01
8.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,2.900000000000000000e+01,4.193000000000000060e-01,5.561063090069869874e-01
2.000000000000000000e+01,9.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,1.890000000000000013e-01,6.583052589504938545e-01
2.900000000000000000e+01,2.300000000000000000e+01,2.100000000000000000e+01,5.300000000000000000e+01,7.923000000000000043e-01,5.705348652282266064e-01
6.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,2.192999999999999949e-01,7.370257687310525219e-01
1.600000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,4.600000000000000000e+01,9.230000000000000426e-01,5.490733110346276424e-01
7.000000000000000000e+00,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,1.854999999999999982e-01,5.611589916913110043e-01
4.800000000000000000e+01,4.200000000000000000e+01,2.100000000000000000e+01,3.200000000000000000e+01,9.255999999999999783e-01,5.057116435877571092e-01
1.000000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,2.217999999999999972e-01,6.191064069802242331e-01
1.900000000000000000e+01,3.800000000000000000e+01,3.400000000000000000e+01,7.100000000000000000e+01,8.991000000000000103e-01,5.770678081381594993e-01
2.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+01,2.700000000000000000e+01,4.495999999999999996e-01,5.411196780466097644e-01
2.600000000000000000e+01,3.000000000000000000e+01,2.200000000000000000e+01,4.300000000000000000e+01,9.469999999999999529e-01,5.041827257356610303e-01
1.300000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+01,2.700000000000000000e+01,7.216000000000000192e-01,4.027686515477099660e-01
3.000000000000000000e+00,1.600000000000000000e+01,1.200000000000000000e+01,8.000000000000000000e+00,6.009999999999999787e-01,5.714306526806527398e-01
4.600000000000000000e+01,2.200000000000000000e+01,3.300000000000000000e+01,3.500000000000000000e+01,9.485000000000000098e-01,5.148232392856048056e-01
2.800000000000000000e+01,3.600000000000000000e+01,2.600000000000000000e+01,5.200000000000000000e+01,9.224999999999999867e-01,5.484784804818543247e-01
2.500000000000000000e+01,2.300000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01,8.961000000000000076e-01,5.743073291540902181e-01
7.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,2.200000000000000000e+01,4.146000000000000241e-01,5.631491496297793553e-01
7.000000000000000000e+00,1.200000000000000000e+01,2.700000000000000000e+01,3.800000000000000000e+01,7.487000000000000322e-01,5.153697780504824522e-01
2.300000000000000000e+01,3.200000000000000000e+01,3.600000000000000000e+01,6.300000000000000000e+01,9.032000000000000028e-01,5.158316309026261814e-01
3.900000000000000000e+01,3.600000000000000000e+01,2.500000000000000000e+01,4.200000000000000000e+01,8.610999999999999766e-01,4.837142679665869527e-01
0.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01,2.708999999999999742e-01,7.569005775247333867e-01
7.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000000e+01,3.896000000000000019e-01,5.651754011046817849e-01
4.000000000000000000e+01,2.700000000000000000e+01,2.500000000000000000e+01,6.200000000000000000e+01,9.300000000000000488e-01,5.751934764875801243e-01
